replySeq,title,name,content,memberId,memberIcon,memberUrl,memberDomain,good,bad,site,email,ipAddress,offset,location,isMobile,deleteReason
40894478,"[속보] ‘코로나19’ 확진자 어제하루 242명 늘어…총 7,755명",meke****,종식을 선언하고 방역또한 세계적인 수준일지언데 기자들의 수치교정은 왜 문제인가,19859335,https://ssl.pstatic.net/static/pwe/address/img_profile.png,http://blog.naver.com/mekekeke,naver,0,0,http://news.kbs.co.kr/news/view.do?ncd=4399003,,222.101.236.60,1,South Korea,0,
40894978,"[속보] ‘코로나19’ 확진자 어제 242명 늘어 7,755명…서울서 52명 추가 확진",-,자화자찬은 너희동네가서해라 수치교정같은소리하고 있네. 그냥 집담감염이 일어나서 몇명이다 알려주고있자나 돌대가리야; 이런 조선족 애들 공인인증서로 댓글을 달게 하던가 해야지 ㅡㅡ,1710f764530d76ac8b31a9cf81bf6313508bd7c7c0f1d88d2801f843c4b86d34,https://ssl.pstatic.net/static/pwe/address/img_profile.png,,naver,0,0,http://news.kbs.co.kr/news/view.do?ncd=4399003,,39.115.227.85,1,South Korea,0,
40894281,[영상] ‘김형오 칼’에…무소속 출마 속출?,hongsi,"세월호 참사가 박근혜 대통령 책임이라고 촛불집회가 생떼를쓴것을 국민들은 기억할것이다. 그 생떼의론리라면,지금한국의사태는문제인의책임탄핵의원인으로 차고넘칠것 아닐까 !?
전 세계 에서 전대미문의 , 세월호참사 와 박근혜 재통령 의 책임 , 탄핵절차 무엇이 문제인가 !? 1, 박 대통령이 청와대 관저 또는 모 호텔에 존재하지도 않는 객실 에서 정윤회씨와 밀회했다는 설, 최순실 선친 최태민씨를 위한 300명 인신공양 굿판설, 성형 시 수술설, 약물 투약 후 수면설, 기치료 시술설, 한겨레의 올림머리에 90분 허비 보도 등이 낭설임을 확인할 정황이 다수인데 ,왜? 이들 낭설의 출처 낭설유포자 들을 조사해서 책임을뭇고 ,엄벌에 처하지않는가 ? 
2, 一國 의 대통령이 예상치못한 세월호사고에대한 ,구조 사고원인조사 , 대책 보상 等 문제에 전념해야할 의무가없다 .  사고현장인 전라남도 도청 목포시 진도 의 해상안전경찰청 의 소관이고 , 지근거리에서 그들이 신속하게 대처 처리했어야했다. 책임이 있다면 그들의몫이다.
3, 一國의 대통령이 국가 전반 국방 외교 무역 경제 북조선방어 교육 等 에  주의를 기울려야하지 , 멀리 남해바다에서 발생한 선박사고때문에 , 사고후 7시간동안 대통령의행적을 조사받을 의무가 없다. 대통령의 행적은 국가기밀이다 .
4, 참사 당일 박 대통령의 행적을 둘러싼 악의적인 일명 세월호 7시간 의혹이 사실 무근으로 드러난 ,낭설의 출처 와 낭설유포자 들은 왜 ? 철저하게조사해서 엄중하게 처벌하지않는가?
5, 민간선박회사 의 사고에대한 대통령의 책임을 뭇는것은 어불성설 ,
말도안되는 억지 덮어씨우기 모략이다 .

7, 삼성三星이 최순실 씨의 딸 정유라 씨에게 말 3마리를 제공한 행위가, 엉뚱한 박근혜 대통령에게준 뇌물이라니? 승마는 돈이 믾이드는스포쓰 이기때문에 , 유력한 써포터가 있어야한다, 대한체육회 의 대한승마협회 회장을 삼성전자 사장 박상진 이 맏고있었고 ,대한승마협회를 써포트했다. 유망한 승마선수 정유라에게 제공한것 말3마리 (소유권이전 미필상태?) 가 뇌물?? 지나가는개가웃는것 아닐까!? 

8, 박대통령 과 세월호 , 탄핵에 관련한 검사 경찰 정치인 판사 들의 업무가 정당했는지 !? , 반드시 재검증하고 그 공과를 선명하게할 역사의흐름이 올것을 확신하고 , 꼭 오기를 기원한다 ! 

정치토론 구룹 : 책임은 자신의것 , 자신의죄를 남에게 덮어씨우고 거짓말 거짓행동을 하는 민족의 국가는 , 스스로 파멸, 선진국 대열에서 탈락하여 후진국에서 고통받는다 !.",1073358170,https://cdn-city.livere.com/images/user_profile_3,https://story.kakao.com/_3QahA7,kakao,1,0,http://news.kbs.co.kr/news/view.do?ncd=4398857,,153.204.151.214,1,Japan,0,
40893801,[영상] ‘김형오 칼’에…무소속 출마 속출?,강석영,살아돌아 오는건 과연 누구일까?,902566269,http://k.kakaocdn.net/dn/5PfTi/btqoel7MaRv/0yJbkwbZijep2ebOFApkxk/profile_640x640s.jpg,https://story.kakao.com/_2C4dX6,kakao,0,0,http://news.kbs.co.kr/news/view.do?ncd=4398857,,124.61.221.162,1,South Korea,0,
40896024,"[조세포탈 보고서]① 그들은 법을 두려워할까?…‘포탈세액 평균 29억, 열에 여섯은 집행유예’",무심이 최고다,"정말 웃긴게 차벌 이력이 없으면 중범죄도 다 참작해주는 이런 법이 무슨 법이냐? 엿장수 맘대로법이지?
생계형으로 처벌되어도 이력이 있으면 무조건 가중 처벌하는 이런 법집행은 완전히 듣어고쳐야한다.
사법 기관의 법죄 행위가 너무 심각하다",2494014050,https://pbs.twimg.com/profile_images/1177653177555939328/MkRxwnVx_normal.jpg,https://twitter.com/dodo39940620,twitter,0,0,http://news.kbs.co.kr/news/view.do?ncd=4398814,,175.194.24.164,1,South Korea,0,
40893668,“제주도는 피난처가 아닙니다”…관광지 제주의 딜레마,무심이 최고다,"임대료 각아주는데가 어디있나? 언론의 장난질이다.
주변에 단 한곳도 없다",2494014050,https://pbs.twimg.com/profile_images/1177653177555939328/MkRxwnVx_normal.jpg,https://twitter.com/dodo39940620,twitter,0,0,http://news.kbs.co.kr/news/view.do?ncd=4398811,,175.194.24.164,1,South Korea,0,
40892924,[특파원리포트] 日 대지진·쓰나미 9주기…“그날 이후 웃어본 적 없다”,굿,아베색이 방사능 피폭이나 당해라,48c40ca297614543cb172ea49a12d27084a69b13564a07dc379b90d3cc8f29a1,https://ssl.pstatic.net/static/pwe/address/img_profile.png,http://blog.naver.com/goodmanhyuncc,naver,0,0,http://news.kbs.co.kr/news/view.do?ncd=4398810,,182.216.159.50,1,South Korea,0,
40892636,[특파원리포트] 日 대지진·쓰나미 9주기…“그날 이후 웃어본 적 없다”,newsilban,"야후 재팬 관련 기사 네티즌 반응입니다.

https://il-ban.com/archives/1460",1223640286229716992,https://pbs.twimg.com/profile_images/1223641273958952960/1Xq_Lhi-_normal.png,https://twitter.com/newsilban,twitter,0,0,http://news.kbs.co.kr/news/view.do?ncd=4398810,,52.231.204.107,1,South Korea,0,
40892966,[글로벌 돋보기] 코로나 원흉 ‘야생동물 밀거래’ 현장포착…“자연의 복수”,썩세스드림,"뒤져야할 인간들은 안뒤지고 죽지말아야할 사람과 동물들만 항상 피해를 보는구나
이번 기회에 다 정리되길...",56118440,https://phinf.pstatic.net/contact/33/2015/10/9/k209306_1444368354708.jpg,http://blog.naver.com/k209306,naver,0,0,http://news.kbs.co.kr/news/view.do?ncd=4398772,,112.167.227.95,1,South Korea,0,
40895414,이탈리아 누적 확진자 1만 명 넘어서…사망자도 630명,danial,"유럽의 3대 pig : 이태리, 그리스, 스페인 / 너무 게을러서 EU에 민폐만 끼치는 돼지들.. 혁신이란 없고, jpg파일 하나 보내는데 30분이 걸린다는.. 마스크 이미지가 않좋아서 안쓴단다 이시국에.. 그리니 pig지. 이참에 쏵다 쓸어버려야",10764896,https://ssl.pstatic.net/static/pwe/address/img_profile.png,http://blog.naver.com/xanthine,naver,0,0,http://news.kbs.co.kr/news/view.do?ncd=4398757,,168.131.76.50,1,South Korea,0,
